,agent_id,origin_nid,destin_nid,hour,quarter,tour_category,person_id
5998,5998,1884,911,8,3,MANDATORY,7003987
28290,28290,2173,2521,7,1,MANDATORY,4637943
21439,21439,1173,557,8,3,MANDATORY,6657213
21145,21145,1728,1286,7,4,MANDATORY,1048651
23954,23954,1725,2354,8,4,MANDATORY,5934024
15049,15049,2213,2314,7,0,MANDATORY,5803686
21091,21091,500,2354,7,3,MANDATORY,2013694
11220,11220,2424,1978,7,5,MANDATORY,4762687
12512,12512,2508,1542,7,3,MANDATORY,3704533
18957,18957,2237,2354,7,5,MANDATORY,3735896
11117,11117,2424,1583,7,0,MANDATORY,3231600
24550,24550,688,2354,7,0,MANDATORY,7490355
9000,9000,1002,2059,8,4,MANDATORY,6245857
12192,12192,1494,9,7,2,MANDATORY,7514970
25877,25877,1850,2108,7,2,MANDATORY,7805040
26042,26042,2173,151,8,2,MANDATORY,2083717
15467,15467,1421,2566,8,2,MANDATORY,3705202
6872,6872,1766,84,8,5,MANDATORY,3562728
15742,15742,1819,2354,8,3,MANDATORY,7733384
13777,13777,1113,84,8,3,MANDATORY,5773936
16500,16500,1326,1150,7,5,MANDATORY,2887669
29297,29297,2355,598,7,4,MANDATORY,5550729
23531,23531,686,2354,8,3,MANDATORY,4939227
16887,16887,894,2354,8,4,MANDATORY,5937678
15713,15713,1418,2354,8,4,MANDATORY,5485805
12371,12371,2445,1542,7,0,MANDATORY,5485431
7729,7729,47,399,8,0,MANDATORY,7732783
25372,25372,1862,2687,7,4,MANDATORY,823788
14249,14249,2217,84,8,4,MANDATORY,6520822
27592,27592,2355,1023,7,2,MANDATORY,5492506
27041,27041,2355,2237,7,2,MANDATORY,7008692
11620,11620,2424,847,7,2,MANDATORY,5484885
749,749,2424,2367,8,0,MANDATORY,6338616
24800,24800,317,2354,7,1,MANDATORY,2338804
14597,14597,2217,84,8,2,MANDATORY,2049903
25093,25093,2471,2354,7,4,MANDATORY,461660
27187,27187,2355,522,7,5,MANDATORY,165390
25945,25945,2118,2354,8,4,MANDATORY,7490241
29475,29475,2355,1040,7,5,MANDATORY,4722713
23461,23461,2719,2354,7,0,MANDATORY,2989673
25908,25908,2013,1118,8,4,MANDATORY,2338981
13283,13283,99,84,7,0,MANDATORY,442608
8318,8318,1781,2431,7,2,MANDATORY,7635994
17474,17474,597,1784,8,1,MANDATORY,7323012
1596,1596,2424,377,7,5,MANDATORY,4268203
1765,1765,2424,1072,8,2,MANDATORY,6639265
13623,13623,730,84,7,5,MANDATORY,3704855
12548,12548,2032,1542,8,2,MANDATORY,7514975
12302,12302,2032,1542,7,0,MANDATORY,5112191
7789,7789,548,2431,7,3,MANDATORY,1400067
17249,17249,1973,1498,8,1,MANDATORY,442699
12902,12902,128,84,7,4,MANDATORY,4047857
20046,20046,1465,2354,8,2,MANDATORY,2612298
24229,24229,1768,2491,7,5,MANDATORY,462189
17360,17360,242,2646,8,2,MANDATORY,461236
14424,14424,928,84,7,4,MANDATORY,3982999
18081,18081,2526,2354,7,0,MANDATORY,3394248
1151,1151,2424,1830,8,2,MANDATORY,6472656
27808,27808,2355,2491,7,0,MANDATORY,3570482
13648,13648,1650,84,7,0,MANDATORY,1770609
24708,24708,316,1040,8,0,MANDATORY,461556
10607,10607,2548,1542,7,4,MANDATORY,7550295
10399,10399,423,1542,7,1,MANDATORY,5484688
15095,15095,2546,2390,8,1,MANDATORY,7005947
29042,29042,2173,24,8,0,MANDATORY,4865382
15008,15008,1419,84,7,4,MANDATORY,3563466
27746,27746,2355,280,7,4,MANDATORY,5262651
7283,7283,1842,673,8,4,MANDATORY,4762583
20232,20232,1308,2354,8,1,MANDATORY,4839269
11326,11326,2424,1320,8,5,MANDATORY,7680724
8670,8670,482,2059,8,3,MANDATORY,2257694
8039,8039,38,1665,7,3,MANDATORY,3348185
20231,20231,1391,2354,7,4,MANDATORY,4839268
14281,14281,2510,732,7,3,MANDATORY,3900123
16604,16604,594,2354,7,3,MANDATORY,2222837
18251,18251,1626,2354,7,4,MANDATORY,2776073
14560,14560,1333,2022,8,4,MANDATORY,4838821
28164,28164,2355,127,8,2,MANDATORY,5499882
27135,27135,2355,248,8,0,MANDATORY,6522517
323,323,2355,308,8,5,MANDATORY,5806672
9349,9349,2150,2059,8,5,MANDATORY,158443
4309,4309,2173,2406,8,0,MANDATORY,1110388
17510,17510,2474,2354,8,4,MANDATORY,3983085
20016,20016,171,2354,7,5,MANDATORY,647599
22992,22992,2690,2339,8,1,MANDATORY,1048800
5275,5275,2173,1631,7,4,MANDATORY,2433225
7719,7719,64,2431,7,0,MANDATORY,5020081
10532,10532,2395,2056,8,1,MANDATORY,1812583
3602,3602,2183,2354,8,1,MANDATORY,2883372
26312,26312,2355,492,8,4,MANDATORY,445445
12827,12827,2686,1542,7,0,MANDATORY,5675534
20768,20768,1894,2354,7,3,MANDATORY,7176592
22241,22241,2081,2354,7,2,MANDATORY,2888107
6347,6347,2355,1108,8,3,MANDATORY,4838266
10157,10157,693,1542,8,5,MANDATORY,1770120
17660,17660,1447,2369,8,2,MANDATORY,2222865
23152,23152,380,2354,7,3,MANDATORY,462016
13805,13805,1207,84,7,2,MANDATORY,2013160
28544,28544,2173,120,7,4,MANDATORY,7607247
24737,24737,2108,2354,8,3,MANDATORY,462356
21333,21333,1166,2354,8,1,MANDATORY,1928215
18305,18305,1148,2354,8,4,MANDATORY,3983343
22392,22392,233,2354,7,3,MANDATORY,1690643
20072,20072,225,2354,7,3,MANDATORY,3563760
27349,27349,2355,2676,7,3,MANDATORY,2777988
14269,14269,1650,84,7,1,MANDATORY,1770500
16593,16593,1449,1675,7,0,MANDATORY,6657126
19392,19392,249,1990,7,3,MANDATORY,2050094
21320,21320,1174,2354,7,4,MANDATORY,3563821
25977,25977,2355,1391,7,3,MANDATORY,627379
10941,10941,2128,1542,7,1,MANDATORY,4614535
13082,13082,1782,84,7,5,MANDATORY,3197199
13149,13149,1882,84,7,2,MANDATORY,5052049
17051,17051,903,1745,8,5,MANDATORY,2049914
22665,22665,212,2444,8,5,MANDATORY,4048166
7878,7878,1008,2431,8,1,MANDATORY,3249545
17190,17190,1041,2354,7,1,MANDATORY,7322672
9465,9465,1003,477,8,5,MANDATORY,493626
27699,27699,1095,2354,8,0,MANDATORY,3988049
26035,26035,2355,220,7,3,MANDATORY,2937432
63,63,2355,549,8,2,MANDATORY,2187219
24845,24845,1097,2069,7,4,MANDATORY,5933896
20076,20076,489,2354,7,3,MANDATORY,2073997
29298,29298,2355,1064,8,3,MANDATORY,7626936
6180,6180,2355,804,8,5,MANDATORY,3838414
10870,10870,540,114,8,3,MANDATORY,2073693
2228,2228,992,84,8,2,MANDATORY,2168435
13495,13495,1969,84,7,1,MANDATORY,2013012
14106,14106,1338,2049,7,3,MANDATORY,5219595
10056,10056,62,1542,8,4,MANDATORY,6519906
20470,20470,1319,2195,8,5,MANDATORY,2458454
26887,26887,2355,1425,8,5,MANDATORY,1883767
3667,3667,2173,1988,7,5,MANDATORY,4760279
9949,9949,2299,1542,8,2,MANDATORY,7005175
1597,1597,2424,331,7,3,MANDATORY,1030528
15340,15340,1431,84,7,2,MANDATORY,5485608
27608,27608,2355,92,8,3,MANDATORY,3150416
7251,7251,2650,84,7,0,MANDATORY,3704064
45,45,2355,1784,7,4,MANDATORY,1407617
1059,1059,2424,2711,7,2,MANDATORY,6035752
13134,13134,1072,1246,8,3,MANDATORY,2013080
6581,6581,2355,2377,8,3,MANDATORY,5218692
4969,4969,2173,1429,8,1,MANDATORY,2457481
18065,18065,373,2354,8,2,MANDATORY,461355
13133,13133,26,84,8,0,MANDATORY,158791
20671,20671,220,172,8,5,MANDATORY,2050156
13667,13667,733,84,7,5,MANDATORY,4349980
19101,19101,1623,2354,7,3,MANDATORY,3705446
20464,20464,1176,2354,7,1,MANDATORY,4763096
16954,16954,259,2354,7,5,MANDATORY,3983202
15958,15958,2172,2354,8,0,MANDATORY,7733398
8315,8315,1217,2431,8,5,MANDATORY,2775377
15521,15521,2551,1746,8,0,MANDATORY,4615069
22873,22873,2521,2354,8,1,MANDATORY,5676280
11165,11165,2424,1540,8,5,MANDATORY,2281672
22277,22277,1981,1470,7,1,MANDATORY,411737
27074,27074,2355,2589,8,0,MANDATORY,5774420
13317,13317,26,84,7,3,MANDATORY,2523069
9293,9293,441,2059,8,1,MANDATORY,6519791
8821,8821,1795,2670,7,3,MANDATORY,3393896
25310,25310,2720,2354,7,0,MANDATORY,2339199
29377,29377,2355,171,7,2,MANDATORY,2239483
2529,2529,2424,1413,7,3,MANDATORY,3837619
6609,6609,2355,621,8,0,MANDATORY,1769880
8323,8323,1065,2431,7,5,MANDATORY,3813826
692,692,2424,1468,8,5,MANDATORY,3503618
10372,10372,2387,1542,7,4,MANDATORY,5484590
14365,14365,2216,84,8,5,MANDATORY,3563337
6250,6250,2355,2151,8,5,MANDATORY,3702675
12407,12407,2685,1542,8,3,MANDATORY,5675521
20765,20765,220,2354,8,2,MANDATORY,1771211
24632,24632,2543,1477,7,0,MANDATORY,462397
24009,24009,1684,2354,8,0,MANDATORY,824202
9197,9197,518,2059,7,0,MANDATORY,4762664
8429,8429,2537,2431,8,1,MANDATORY,4189501
6565,6565,1884,1615,8,3,MANDATORY,1644182
18960,18960,2044,2354,8,4,MANDATORY,1771138
12222,12222,2445,1542,7,3,MANDATORY,1770360
26233,26233,2355,1887,8,3,MANDATORY,2319129
6518,6518,1884,2625,7,0,MANDATORY,364021
1390,1390,2424,31,7,1,MANDATORY,6491128
9290,9290,51,2059,7,3,MANDATORY,2281632
11047,11047,2424,2329,7,1,MANDATORY,4614572
16639,16639,2132,727,8,4,MANDATORY,6657144
16859,16859,1237,2564,8,1,MANDATORY,442703
20488,20488,1863,2354,8,0,MANDATORY,3705570
1471,1471,2424,4,7,5,MANDATORY,4045480
4527,4527,1884,839,7,4,MANDATORY,5863845
9818,9818,881,1542,7,5,MANDATORY,158540
29393,29393,2355,762,8,4,MANDATORY,3190979
676,676,2424,2599,7,4,MANDATORY,4525178
22724,22724,2040,2354,8,5,MANDATORY,7324211
7391,7391,295,1672,7,2,MANDATORY,289953
20750,20750,1083,2496,8,4,MANDATORY,2050167
14453,14453,582,84,7,5,MANDATORY,5675756
27093,27093,2355,2315,7,1,MANDATORY,2282610
9821,9821,554,1542,7,2,MANDATORY,5865809
9617,9617,301,1542,7,2,MANDATORY,5675027
24417,24417,1497,2354,7,1,MANDATORY,2339220
24428,24428,2701,2354,8,3,MANDATORY,823861
6166,6166,2355,2699,8,0,MANDATORY,4349648
23360,23360,1279,2125,8,5,MANDATORY,822755
1193,1193,2424,660,8,2,MANDATORY,478642
16231,16231,1705,2354,7,1,MANDATORY,538705
28117,28117,2355,1843,8,0,MANDATORY,6530757
26194,26194,2355,87,7,1,MANDATORY,366745
21330,21330,1172,2354,7,3,MANDATORY,4763139
21810,21810,1751,2354,7,0,MANDATORY,311606
11854,11854,694,1542,8,1,MANDATORY,3274063
19332,19332,1749,2354,7,2,MANDATORY,2776135
12843,12843,994,84,8,2,MANDATORY,3308353
20079,20079,309,2354,7,2,MANDATORY,7323700
6745,6745,459,84,8,4,MANDATORY,3982743
8184,8184,2055,2431,8,3,MANDATORY,5020069
10462,10462,438,1542,8,4,MANDATORY,7550269
15573,15573,968,115,7,4,MANDATORY,1048314
24759,24759,1552,2030,7,1,MANDATORY,4939578
9019,9019,2079,2059,7,0,MANDATORY,3247135
27189,27189,2355,118,8,5,MANDATORY,7812769
5191,5191,2173,493,8,4,MANDATORY,1110710
26239,26239,2355,1393,7,4,MANDATORY,2888422
5436,5436,1884,455,7,2,MANDATORY,535204
21929,21929,1040,2354,7,4,MANDATORY,6047109
8884,8884,1316,2059,7,4,MANDATORY,7635999
13952,13952,2677,1179,8,2,MANDATORY,627059
71,71,2355,2292,8,5,MANDATORY,3884486
185,185,2355,1732,7,2,MANDATORY,5183288
10206,10206,2196,1542,7,1,MANDATORY,7005069
24742,24742,1850,2354,8,0,MANDATORY,2338961
10275,10275,2393,1542,8,5,MANDATORY,7005099
28434,28434,2173,990,8,1,MANDATORY,7038234
19270,19270,2606,2354,7,5,MANDATORY,6046669
17637,17637,326,2354,8,3,MANDATORY,2318790
14536,14536,786,84,7,0,MANDATORY,5675778
18276,18276,2163,2354,7,5,MANDATORY,5485954
15907,15907,1532,1853,8,3,MANDATORY,1690366
18006,18006,1867,2354,7,2,MANDATORY,7006219
37,37,2355,2091,7,1,MANDATORY,6106582
9308,9308,28,2059,7,5,MANDATORY,1882705
27506,27506,2355,127,8,5,MANDATORY,6524703
14643,14643,981,577,8,4,MANDATORY,442641
26386,26386,2355,1588,7,2,MANDATORY,3753298
4644,4644,2355,2111,7,4,MANDATORY,3866960
26799,26799,2355,390,8,4,MANDATORY,2777086
28140,28140,2355,1804,8,1,MANDATORY,6055631
7414,7414,294,84,8,3,MANDATORY,3196995
11168,11168,2424,2032,7,2,MANDATORY,7005423
9930,9930,1457,1542,7,2,MANDATORY,2049874
6946,6946,1620,1955,8,2,MANDATORY,3704041
15396,15396,1659,84,8,3,MANDATORY,1882955
21965,21965,2605,2354,7,2,MANDATORY,1928230
9706,9706,2304,1542,7,1,MANDATORY,158499
13119,13119,995,84,7,4,MANDATORY,6642682
212,212,2355,1544,8,3,MANDATORY,3637392
17091,17091,903,2354,8,3,MANDATORY,1770990
8339,8339,1957,2431,7,2,MANDATORY,6519730
6210,6210,2355,209,8,1,MANDATORY,441691
19660,19660,489,2354,7,2,MANDATORY,2612268
17102,17102,1868,2354,7,1,MANDATORY,7322717
11619,11619,2424,1262,7,5,MANDATORY,5865950
27470,27470,2355,1775,8,0,MANDATORY,2283421
17546,17546,1445,2354,8,2,MANDATORY,7006159
9496,9496,389,2059,7,0,MANDATORY,3704186
23526,23526,1724,2123,8,1,MANDATORY,443496
17506,17506,895,2354,7,3,MANDATORY,3983161
16703,16703,592,2354,7,5,MANDATORY,461248
28100,28100,2031,1542,8,2,MANDATORY,5498275
4508,4508,967,2354,8,1,MANDATORY,5863799
10405,10405,2323,1542,8,5,MANDATORY,2775568
22108,22108,2497,2354,7,0,MANDATORY,2888116
27966,27966,2355,225,7,3,MANDATORY,2784742
22263,22263,204,2354,8,3,MANDATORY,4939167
5454,5454,1884,1496,8,3,MANDATORY,480303
12083,12083,116,1542,7,3,MANDATORY,2318712
20484,20484,557,733,8,0,MANDATORY,3735917
14178,14178,910,84,8,3,MANDATORY,2013211
24981,24981,787,2204,8,3,MANDATORY,7805089
25461,25461,2095,2354,7,3,MANDATORY,824711
17127,17127,2515,2354,7,1,MANDATORY,3563555
22303,22303,1814,2354,7,1,MANDATORY,6521117
18123,18123,1950,2354,7,2,MANDATORY,7323414
23320,23320,1497,768,7,5,MANDATORY,461971
4115,4115,2173,826,8,5,MANDATORY,3921729
21803,21803,2175,205,8,0,MANDATORY,1048759
9612,9612,2324,1542,7,0,MANDATORY,4047731
6791,6791,458,121,7,0,MANDATORY,2887180
11576,11576,2424,985,7,3,MANDATORY,365738
12271,12271,1649,1542,7,4,MANDATORY,461095
28126,28126,2355,839,7,3,MANDATORY,2182535
10658,10658,2547,1542,7,0,MANDATORY,3148583
11194,11194,2079,2059,7,2,MANDATORY,5983203
1019,1019,1801,2354,7,4,MANDATORY,2082973
23343,23343,2117,2354,8,3,MANDATORY,824039
23751,23751,2586,2354,7,2,MANDATORY,461724
2788,2788,1352,1542,8,5,MANDATORY,1042021
3039,3039,1826,2445,7,5,MANDATORY,3482629
20740,20740,2537,2431,7,2,MANDATORY,398378
20615,20615,1884,844,8,1,MANDATORY,4492609
11749,11749,2487,2039,7,4,MANDATORY,3308306
27976,27976,2355,850,7,2,MANDATORY,1693858
14471,14471,735,84,7,4,MANDATORY,5675815
25875,25875,317,2354,8,2,MANDATORY,2338976
5958,5958,1884,1461,7,3,MANDATORY,6045194
13232,13232,985,84,7,4,MANDATORY,1927859
26287,26287,2355,211,7,5,MANDATORY,2089437
6655,6655,2159,84,7,1,MANDATORY,2988836
18979,18979,1135,979,8,4,MANDATORY,2689931
27554,27554,2355,1771,8,3,MANDATORY,802482
5718,5718,1884,1604,7,4,MANDATORY,2433920
26343,26343,2355,121,7,5,MANDATORY,161006
23560,23560,2043,2354,7,2,MANDATORY,461680
20875,20875,805,2354,7,0,MANDATORY,7489737
21777,21777,220,2354,8,0,MANDATORY,627261
26303,26303,2355,231,7,2,MANDATORY,2088487
26066,26066,2355,2101,8,5,MANDATORY,7324628
23519,23519,2572,2470,7,4,MANDATORY,825046
29309,29309,2355,1570,8,5,MANDATORY,5896723
7008,7008,849,84,7,5,MANDATORY,6245774
12668,12668,111,119,8,0,MANDATORY,7681094
21238,21238,2655,2643,8,0,MANDATORY,2888076
17915,17915,1426,2592,8,1,MANDATORY,2050031
18436,18436,1897,2354,7,0,MANDATORY,5676180
16061,16061,2550,2354,7,0,MANDATORY,5219610
22336,22336,1040,2354,7,3,MANDATORY,3705903
6858,6858,1056,84,7,1,MANDATORY,5205217
18787,18787,911,1244,7,2,MANDATORY,3563732
14880,14880,1659,84,7,4,MANDATORY,6744044
11955,11955,2625,54,8,3,MANDATORY,1770337
23700,23700,2096,2354,8,4,MANDATORY,825333
13573,13573,730,1779,8,4,MANDATORY,290049
7020,7020,2624,84,7,1,MANDATORY,5261518
16108,16108,2172,843,7,5,MANDATORY,1048326
25497,25497,1937,2354,7,4,MANDATORY,822691
93,93,2355,777,7,5,MANDATORY,805993
15378,15378,1505,84,7,0,MANDATORY,5261588
23625,23625,567,2354,8,3,MANDATORY,825548
9135,9135,2078,1812,8,5,MANDATORY,2775417
18319,18319,2200,2354,7,3,MANDATORY,6046898
14063,14063,348,84,8,1,MANDATORY,4614926
27983,27983,2355,1963,8,4,MANDATORY,2375064
1466,1466,2424,1992,8,2,MANDATORY,6266863
2244,2244,2424,1203,8,1,MANDATORY,2143884
25273,25273,1094,2354,8,3,MANDATORY,2338722
23167,23167,382,2354,7,2,MANDATORY,4939240
15195,15195,1616,84,8,4,MANDATORY,5675919
28361,28361,2173,2235,8,4,MANDATORY,5024167
7638,7638,1719,2260,8,5,MANDATORY,3562753
17873,17873,6,2354,7,2,MANDATORY,4838995
17141,17141,1079,1424,7,1,MANDATORY,7489608
14246,14246,582,84,8,1,MANDATORY,5933507
8677,8677,483,2059,7,2,MANDATORY,6814019
8290,8290,939,2431,7,4,MANDATORY,4614278
1900,1900,45,2431,8,0,MANDATORY,5472546
25677,25677,726,2354,8,5,MANDATORY,4067085
27492,27492,2355,427,7,3,MANDATORY,6524523
18635,18635,192,373,7,5,MANDATORY,6046932
28153,28153,2173,1262,8,2,MANDATORY,1694686
2464,2464,2424,195,8,4,MANDATORY,6511758
21316,21316,913,2354,7,5,MANDATORY,4763250
27295,27295,2355,1737,7,0,MANDATORY,2282963
24375,24375,2014,2354,7,0,MANDATORY,3900415
24999,24999,2230,2354,7,4,MANDATORY,7489939
12128,12128,116,1223,8,0,MANDATORY,3308335
4374,4374,2173,1115,7,3,MANDATORY,6514343
25290,25290,775,2354,8,0,MANDATORY,824795
26219,26219,963,2354,7,0,MANDATORY,366947
20465,20465,943,2354,7,4,MANDATORY,4763097
23749,23749,1355,185,7,4,MANDATORY,826029
18709,18709,1928,1426,8,3,MANDATORY,6046683
12273,12273,1696,1667,8,5,MANDATORY,6123193
29418,29418,2355,1148,8,4,MANDATORY,7588287
5961,5961,1884,1873,7,1,MANDATORY,5483141
16557,16557,2424,904,8,3,MANDATORY,4615287
25646,25646,2586,2354,7,2,MANDATORY,824188
18374,18374,260,2354,7,3,MANDATORY,5676161
2605,2605,2424,188,7,5,MANDATORY,706059
16296,16296,1889,1566,8,1,MANDATORY,5485694
27643,27643,2355,1819,8,5,MANDATORY,88900
9280,9280,77,2059,7,3,MANDATORY,3221407
17917,17917,1313,275,7,4,MANDATORY,1177828
21019,21019,946,2354,8,5,MANDATORY,2989148
18097,18097,1741,1438,7,3,MANDATORY,2776229
447,447,2355,1694,8,0,MANDATORY,2355283
12942,12942,125,84,7,3,MANDATORY,5675697
7295,7295,849,84,8,2,MANDATORY,1769912
6237,6237,2355,23,7,0,MANDATORY,2988556
4101,4101,2173,1799,8,3,MANDATORY,3981171
2789,2789,2424,1673,8,4,MANDATORY,624326
2360,2360,2424,1517,7,3,MANDATORY,2431612
13684,13684,941,84,8,3,MANDATORY,5933498
8661,8661,801,108,8,1,MANDATORY,7605866
19141,19141,495,2250,8,1,MANDATORY,2222904
12738,12738,418,1493,7,2,MANDATORY,7872229
13312,13312,102,84,8,3,MANDATORY,5042473
6790,6790,1669,84,7,1,MANDATORY,7004506
8600,8600,442,2059,7,2,MANDATORY,5484340
17121,17121,1868,2354,8,4,MANDATORY,7323040
17630,17630,1611,2354,8,5,MANDATORY,1770978
24747,24747,380,2354,8,1,MANDATORY,824746
12468,12468,2713,1542,7,4,MANDATORY,1177647
18817,18817,578,84,8,5,MANDATORY,5486088
16647,16647,672,2354,8,1,MANDATORY,3922128
14229,14229,152,84,7,0,MANDATORY,5675780
9604,9604,571,1542,7,4,MANDATORY,4277294
21599,21599,199,2354,7,5,MANDATORY,6047016
6736,6736,1962,1255,7,3,MANDATORY,5674837
6728,6728,1511,84,8,5,MANDATORY,5484015
531,531,2355,464,7,4,MANDATORY,905607
4886,4886,2173,294,8,1,MANDATORY,5482755
133,133,2355,571,7,3,MANDATORY,5248801
4659,4659,2355,9,8,3,MANDATORY,6243325
2208,2208,2424,1134,8,3,MANDATORY,1812266
22298,22298,1722,2354,8,4,MANDATORY,2087450
24951,24951,2523,2354,7,2,MANDATORY,822653
14142,14142,577,1586,8,3,MANDATORY,2013198
10851,10851,933,1542,7,3,MANDATORY,5865835
8449,8449,1918,2431,8,1,MANDATORY,5020062
1477,1477,2424,2002,8,2,MANDATORY,4595993
27951,27951,2355,1944,7,1,MANDATORY,7020075
18047,18047,373,2354,8,5,MANDATORY,5261631
28201,28201,2173,709,7,1,MANDATORY,1061910
22507,22507,1622,684,7,3,MANDATORY,6047168
21068,21068,1646,2354,8,5,MANDATORY,2887991
27718,27718,2355,491,8,0,MANDATORY,3187404
16898,16898,2272,2354,7,1,MANDATORY,848317
19376,19376,2286,1600,7,4,MANDATORY,2887701
29325,29325,2355,1905,7,4,MANDATORY,6258431
12823,12823,1563,1542,8,0,MANDATORY,3197100
18816,18816,1145,982,8,1,MANDATORY,5486088
6870,6870,1619,84,7,4,MANDATORY,3054655
16406,16406,2534,2354,7,5,MANDATORY,5774015
15479,15479,1659,84,7,4,MANDATORY,3900191
7204,7204,4,84,8,4,MANDATORY,5674886
28131,28131,2355,629,8,1,MANDATORY,6531040
12663,12663,2445,1542,8,1,MANDATORY,1048072
26215,26215,2355,2514,7,0,MANDATORY,366725
12691,12691,2554,1977,7,4,MANDATORY,5675518
19938,19938,1307,2354,8,2,MANDATORY,4048067
8665,8665,78,55,8,1,MANDATORY,5086486
18269,18269,1854,1629,7,2,MANDATORY,627132
26838,26838,2355,915,7,0,MANDATORY,1773724
9537,9537,622,2059,8,0,MANDATORY,6743726
13323,13323,98,84,7,0,MANDATORY,7636172
26190,26190,2355,402,7,5,MANDATORY,160432
5059,5059,2173,2338,7,2,MANDATORY,4188709
15011,15011,2546,84,8,5,MANDATORY,5675865
25636,25636,836,2354,7,5,MANDATORY,824026
748,748,2424,545,8,3,MANDATORY,7229496
26706,26706,2355,450,8,3,MANDATORY,3564501
22141,22141,1039,2354,7,0,MANDATORY,6047160
630,630,2355,1494,8,4,MANDATORY,6848444
783,783,2424,386,7,2,MANDATORY,3383132
29380,29380,1884,286,8,2,MANDATORY,7657005
22775,22775,1870,1924,7,0,MANDATORY,3922211
29225,29225,1606,2431,7,1,MANDATORY,2811063
13364,13364,842,84,7,5,MANDATORY,4762841
24964,24964,1294,1599,8,0,MANDATORY,4067081
606,606,2424,166,7,0,MANDATORY,6612118
9272,9272,678,2059,8,1,MANDATORY,4614305
14372,14372,786,84,7,4,MANDATORY,7322360
17539,17539,1895,2354,8,1,MANDATORY,2318797
8042,8042,2115,2431,7,2,MANDATORY,7578535
25667,25667,2531,2354,7,4,MANDATORY,2339176
27325,27325,2355,1568,8,4,MANDATORY,448995
9440,9440,2149,2059,7,2,MANDATORY,4492427
10969,10969,57,1542,8,0,MANDATORY,5104968
13568,13568,926,84,7,5,MANDATORY,1690294
2095,2095,2424,380,7,5,MANDATORY,937688
13277,13277,1731,84,7,0,MANDATORY,6046246
12736,12736,109,287,8,0,MANDATORY,5170260
15814,15814,807,2354,7,5,MANDATORY,3705279
13572,13572,21,84,8,3,MANDATORY,290048
362,362,2355,2427,8,5,MANDATORY,4502101
28698,28698,2173,513,7,1,MANDATORY,6754135
5114,5114,2173,1491,8,0,MANDATORY,6244107
4607,4607,2355,1622,7,2,MANDATORY,6742834
9769,9769,481,1542,7,4,MANDATORY,6046005
27287,27287,2355,2340,8,3,MANDATORY,570795
7324,7324,1618,84,7,1,MANDATORY,7004576
7810,7810,1917,2431,8,4,MANDATORY,7004647
2652,2652,2424,1334,7,4,MANDATORY,1040379
11129,11129,2424,1306,8,5,MANDATORY,6245907
25934,25934,2532,325,7,3,MANDATORY,826042
17465,17465,901,2354,7,1,MANDATORY,7322466
19781,19781,2590,2681,7,4,MANDATORY,4615612
24698,24698,713,2354,8,2,MANDATORY,823651
24834,24834,787,2354,7,0,MANDATORY,2989632
19613,19613,2205,186,8,0,MANDATORY,7006450
22977,22977,1892,2354,7,3,MANDATORY,3983634
11449,11449,2424,1838,7,5,MANDATORY,945312
27507,27507,2355,431,8,4,MANDATORY,7550895
17433,17433,899,2354,7,1,MANDATORY,159139
28638,28638,1884,546,7,5,MANDATORY,6541062
23410,23410,1269,2354,7,1,MANDATORY,1209081
27182,27182,2355,1434,7,0,MANDATORY,165485
25211,25211,1994,2354,8,5,MANDATORY,443406
158,158,2355,1326,8,4,MANDATORY,3284192
9941,9941,2104,1192,7,3,MANDATORY,4614445
11790,11790,117,1542,8,0,MANDATORY,3197128
22446,22446,811,2040,8,5,MANDATORY,384135
6151,6151,2355,1477,8,4,MANDATORY,157143
28083,28083,2355,2465,7,1,MANDATORY,7023003
1279,1279,2424,488,7,2,MANDATORY,7721472
29153,29153,2355,2722,7,5,MANDATORY,2439403
22286,22286,1688,2354,8,5,MANDATORY,2013793
16212,16212,2028,2354,8,1,MANDATORY,5086735
5175,5175,2173,842,7,1,MANDATORY,668355
4767,4767,2355,1802,8,2,MANDATORY,6641084
21243,21243,658,1327,7,0,MANDATORY,4939117
9964,9964,2416,1542,7,5,MANDATORY,3186644
13200,13200,1882,84,8,0,MANDATORY,7623098
9009,9009,524,2059,8,2,MANDATORY,7550229
9481,9481,1912,2059,7,1,MANDATORY,4614343
25697,25697,1358,1496,8,5,MANDATORY,462127
13584,13584,13,84,7,1,MANDATORY,5675819
26284,26284,2355,988,8,5,MANDATORY,3983926
19189,19189,2277,2354,8,4,MANDATORY,159384
794,794,2424,2434,7,3,MANDATORY,6010138
15473,15473,2545,862,8,5,MANDATORY,159081
11590,11590,2424,2686,7,1,MANDATORY,5205554
21597,21597,2579,2354,7,2,MANDATORY,7489722
6770,6770,1988,84,7,2,MANDATORY,3221327
9100,9100,800,2467,8,2,MANDATORY,7004880
17714,17714,2632,2354,7,1,MANDATORY,411543
8006,8006,822,2431,7,2,MANDATORY,4614252
10889,10889,212,752,8,4,MANDATORY,7622972
25234,25234,722,2354,8,2,MANDATORY,461448
26377,26377,2355,937,7,1,MANDATORY,6047889
10339,10339,1541,1542,7,1,MANDATORY,1647065
24782,24782,721,2354,7,1,MANDATORY,826145
26384,26384,2355,1782,7,5,MANDATORY,6123724
15971,15971,2570,2354,8,5,MANDATORY,3348314
17710,17710,896,2354,8,5,MANDATORY,1690413
